年	月	管区	都道府県	発生件数（速報値）	死者数（確定値）	負傷者数（速報値）
2016	4	九州	沖縄	438	2	518
2016	4	九州	計	6344	38	8205
2016	4	合計	計	38679	309	47853
2016	3	北海道	札幌	703	5	834
2016	3	北海道	函館	70	0	83
2016	3	北海道	旭川	118	0	144
2016	3	北海道	釧路	74	1	78
2016	3	北海道	北見	35	2	42
2016	3	北海道	計	1000	8	1181
2016	3	東北	青森	250	4	285
2016	3	東北	岩手	180	11	225
2016	3	東北	宮城	700	6	865
2016	3	東北	秋田	170	5	208
2016	3	東北	山形	444	1	550
2016	3	東北	福島	475	12	597
2016	3	東北	計	2219	39	2730
2016	3	東京	計	2886	16	3333
2016	3	関東	茨城	853	12	1070
2016	3	関東	栃木	468	4	609
2016	3	関東	群馬	1201	5	1543
2016	3	関東	埼玉	2387	11	2922
2016	3	関東	千葉	1523	13	1921
2016	3	関東	神奈川	2330	11	2778
2016	3	関東	新潟	351	2	423
2016	3	関東	山梨	390	3	499
2016	3	関東	長野	650	8	802
2016	3	関東	静岡	2746	12	3560
2016	3	関東	計	12899	81	16127
2016	3	中部	富山	295	3	331
2016	3	中部	石川	314	4	356
2016	3	中部	福井	143	3	163
2016	3	中部	岐阜	603	7	771
2016	3	中部	愛知	3542	17	4329
2016	3	中部	三重	559	6	784
2016	3	中部	計	5456	40	6734
2016	3	近畿	滋賀	490	7	611
2016	3	近畿	京都	742	4	877
2016	3	近畿	大阪	3438	13	4042
2016	3	近畿	兵庫	2246	14	2805
2016	3	近畿	奈良	335	4	408
2016	3	近畿	和歌山	239	2	280
2016	3	近畿	計	7490	44	9023
2016	3	中国	鳥取	77	1	92
2016	3	中国	島根	95	4	102
2016	3	中国	岡山	771	10	891
2016	3	中国	広島	844	14	1080
2016	3	中国	山口	434	1	530
2016	3	中国	計	2221	30	2695
2016	3	四国	徳島	312	7	381
2016	3	四国	香川	598	3	748
2016	3	四国	愛媛	397	4	474
2016	3	四国	高知	197	6	218
2016	3	四国	計	1504	20	1821
2016	3	九州	福岡	3234	11	4245
2016	3	九州	佐賀	632	4	837
2016	3	九州	長崎	501	7	660
2016	3	九州	熊本	479	6	601
2016	3	九州	大分	356	3	435
2016	3	九州	宮崎	710	3	808
2016	3	九州	鹿児島	624	4	738
2016	3	九州	沖縄	423	5	533
2016	3	九州	計	6959	43	8857
2016	3	合計	計	42634	321	52501
2016	2	北海道	札幌	709	5	836
2016	2	北海道	函館	70	0	91
2016	2	北海道	旭川	112	5	150
2016	2	北海道	釧路	73	2	84
2016	2	北海道	北見	21	0	25
2016	2	北海道	計	985	12	1186
2016	2	東北	青森	303	0	367
2016	2	東北	岩手	155	4	199
2016	2	東北	宮城	642	6	810
2016	2	東北	秋田	180	1	216
2016	2	東北	山形	534	2	645
2016	2	東北	福島	459	2	540
2016	2	東北	計	2273	15	2777
2016	2	東京	計	2497	12	2852
2016	2	関東	茨城	854	20	1080
2016	2	関東	栃木	428	5	503
2016	2	関東	群馬	1006	1	1253
2016	2	関東	埼玉	2246	12	2714
2016	2	関東	千葉	1454	8	1757
2016	2	関東	神奈川	2234	4	2618
2016	2	関東	新潟	381	4	436
2016	2	関東	山梨	322	3	399
2016	2	関東	長野	605	6	746
2016	2	関東	静岡	2452	15	3132
2016	2	関東	計	11982	78	14638
2016	2	中部	富山	297	9	318
2016	2	中部	石川	275	1	324
2016	2	中部	福井	163	4	185
2016	2	中部	岐阜	506	12	736
2016	2	中部	愛知	3280	10	3982
2016	2	中部	三重	500	8	659
2016	2	中部	計	5021	44	6204
2016	2	近畿	滋賀	423	7	537
2016	2	近畿	京都	650	6	783
2016	2	近畿	大阪	3084	5	3677
2016	2	近畿	兵庫	2110	10	2574
2016	2	近畿	奈良	391	3	488
2016	2	近畿	和歌山	223	3	259
2016	2	近畿	計	6881	34	8318
2016	2	中国	鳥取	84	0	101
2016	2	中国	島根	107	1	124
2016	2	中国	岡山	768	7	898
2016	2	中国	広島	701	7	848
2016	2	中国	山口	366	3	468
2016	2	中国	計	2026	18	2439
2016	2	四国	徳島	272	4	311
2016	2	四国	香川	560	5	691
2016	2	四国	愛媛	363	8	426
2016	2	四国	高知	146	2	161
2016	2	四国	計	1341	19	1589
2016	2	九州	福岡	2861	13	3755
2016	2	九州	佐賀	533	2	686
2016	2	九州	長崎	439	0	558
2016	2	九州	熊本	436	7	534
2016	2	九州	大分	336	0	418
2016	2	九州	宮崎	670	2	765
2016	2	九州	鹿児島	563	2	665
2016	2	九州	沖縄	386	3	423
2016	2	九州	計	6224	29	7804
2016	2	合計	計	39230	261	47807
2016	1	北海道	札幌	670	6	828
2016	1	北海道	函館	76	0	98
2016	1	北海道	旭川	106	0	126
2016	1	北海道	釧路	53	2	64
2016	1	北海道	北見	32	1	38
2016	1	北海道	計	937	9	1154
2016	1	東北	青森	377	4	458
2016	1	東北	岩手	205	5	265
2016	1	東北	宮城	616	6	783
2016	1	東北	秋田	157	1	195
2016	1	東北	山形	501	3	617
2016	1	東北	福島	451	6	545
2016	1	東北	計	2307	25	2863
2016	1	東京	計	2423	11	2841
2016	1	関東	茨城	892	15	1177
2016	1	関東	栃木	487	9	601
2016	1	関東	群馬	1152	5	1491
2016	1	関東	埼玉	2007	13	2486
2016	1	関東	千葉	1297	19	1594
2016	1	関東	神奈川	2157	14	2535
2016	1	関東	新潟	363	8	431
2016	1	関東	山梨	281	2	365
2016	1	関東	長野	623	21	818
2016	1	関東	静岡	2513	10	3298
2016	1	関東	計	11772	116	14796
2016	1	中部	富山	236	5	279
2016	1	中部	石川	307	3	367
2016	1	中部	福井	173	7	188
2016	1	中部	岐阜	629	12	804
2016	1	中部	愛知	3311	21	4080
2016	1	中部	三重	537	11	710
2016	1	中部	計	5193	59	6428
2016	1	近畿	滋賀	413	2	534
2016	1	近畿	京都	661	4	801
2016	1	近畿	大阪	2728	19	3275
2016	1	近畿	兵庫	2152	17	2602
2016	1	近畿	奈良	356	1	437
2016	1	近畿	和歌山	212	4	271
2016	1	近畿	計	6522	47	7920
2016	1	中国	鳥取	65	3	73
2016	1	中国	島根	111	4	138
2016	1	中国	岡山	769	6	915
2016	1	中国	広島	768	3	970
2016	1	中国	山口	501	5	623
2016	1	中国	計	2214	21	2719
2016	1	四国	徳島	275	6	340
2016	1	四国	香川	533	6	657
2016	1	四国	愛媛	356	7	418
2016	1	四国	高知	184	5	193
2016	1	四国	計	1348	24	1608
2016	1	九州	福岡	2647	10	3416
2016	1	九州	佐賀	626	1	817
2016	1	九州	長崎	393	4	516
2016	1	九州	熊本	442	9	568
2016	1	九州	大分	235	4	297
2016	1	九州	宮崎	686	5	781
2016	1	九州	鹿児島	578	2	688
2016	1	九州	沖縄	383	2	410
2016	1	九州	計	5990	37	7493
2016	1	合計	計	38706	349	47822
2015	12	北海道	計	1158	9	1363
2015	12	東北	青森	436	4	548
2015	12	東北	岩手	267	8	356
2015	12	東北	宮城	874	12	1115
2015	12	東北	秋田	204	9	244
2015	12	東北	山形	650	6	831
2015	12	東北	福島	645	8	764
2015	12	東北	計	3076	47	3858
2015	12	東京	計	3324	13	3983
2015	12	関東	茨城	1017	10	1319
2015	12	関東	栃木	620	9	777
2015	12	関東	群馬	1381	7	1721
2015	12	関東	埼玉	3052	22	3726
2015	12	関東	千葉	1937	26	2387
2015	12	関東	神奈川	2593	25	3123
2015	12	関東	新潟	547	8	661
2015	12	関東	山梨	466	3	546
2015	12	関東	長野	811	7	964
2015	12	関東	静岡	3042	18	3933
2015	12	関東	計	15466	135	19157
2015	12	中部	富山	449	6	527
2015	12	中部	石川	373	1	445
2015	12	中部	福井	223	7	263
2015	12	中部	岐阜	661	15	874
2015	12	中部	愛知	3954	21	4857
2015	12	中部	三重	657	13	826
2015	12	中部	計	6317	63	7792
2015	12	近畿	滋賀	579	9	775
2015	12	近畿	京都	867	10	1018
2015	12	近畿	大阪	4098	23	4991
2015	12	近畿	兵庫	2562	22	3139
2015	12	近畿	奈良	423	2	527
2015	12	近畿	和歌山	300	6	353
2015	12	近畿	計	8829	72	10803
2015	12	中国	鳥取	130	9	152
2015	12	中国	島根	141	7	158
2015	12	中国	岡山	977	6	1149
2015	12	中国	広島	1245	6	1500
2015	12	中国	山口	458	11	553
2015	12	中国	計	2951	39	3512
2015	12	四国	徳島	349	2	422
2015	12	四国	香川	666	2	798
2015	12	四国	愛媛	442	4	511
2015	12	四国	高知	206	2	233
2015	12	四国	計	1663	10	1964
2015	12	九州	福岡	3771	20	5141
2015	12	九州	佐賀	770	6	1025
2015	12	九州	長崎	625	3	783
2015	12	九州	熊本	661	8	824
2015	12	九州	大分	551	4	691
2015	12	九州	宮崎	952	5	1106
2015	12	九州	鹿児島	785	6	918
2015	12	九州	沖縄	590	2	785
2015	12	九州	計	8705	54	11273
2015	12	合計	計	51489	442	63705
2015	11	北海道	札幌	714	8	827
2015	11	北海道	函館	80	0	93
2015	11	北海道	旭川	96	3	117
2015	11	北海道	釧路	75	4	82
2015	11	北海道	北見	49	2	60
2015	11	北海道	計	1014	17	1179
2015	11	東北	青森	332	3	408
2015	11	東北	岩手	231	6	293
2015	11	東北	宮城	785	5	989
2015	11	東北	秋田	160	3	178
2015	11	東北	山形	497	10	603
2015	11	東北	福島	573	7	681
2015	11	東北	計	2578	34	3152
2015	11	東京	計	2971	17	3464
2015	11	関東	茨城	960	10	1222
2015	11	関東	栃木	526	7	653
2015	11	関東	群馬	1272	8	1661
2015	11	関東	埼玉	2590	19	3141
2015	11	関東	千葉	1496	17	1810
2015	11	関東	神奈川	2391	13	2843
2015	11	関東	新潟	411	8	507
2015	11	関東	山梨	381	1	496
2015	11	関東	長野	749	11	947
2015	11	関東	静岡	2761	10	3615
2015	11	関東	計	13537	104	16895
2015	11	中部	富山	307	5	354
2015	11	中部	石川	300	4	347
2015	11	中部	福井	179	7	212
2015	11	中部	岐阜	579	12	744
2015	11	中部	愛知	3765	21	4616
2015	11	中部	三重	567	4	731
2015	11	中部	計	5697	53	7004
2015	11	近畿	滋賀	493	6	609
2015	11	近畿	京都	705	9	830
2015	11	近畿	大阪	3307	13	3944
2015	11	近畿	兵庫	2414	12	2947
2015	11	近畿	奈良	423	5	576
2015	11	近畿	和歌山	253	7	300
2015	11	近畿	計	7595	52	9206
2015	11	中国	鳥取	76	1	91
2015	11	中国	島根	110	0	134
2015	11	中国	岡山	908	7	1068
2015	11	中国	広島	973	12	1200
2015	11	中国	山口	462	5	544
2015	11	中国	計	2529	25	3037
2015	11	四国	徳島	319	3	389
2015	11	四国	香川	627	4	766
2015	11	四国	愛媛	395	6	457
2015	11	四国	高知	192	1	225
2015	11	四国	計	1533	14	1837
2015	11	九州	福岡	3287	17	4328
2015	11	九州	佐賀	711	4	982
2015	11	九州	長崎	509	6	641
2015	11	九州	熊本	556	6	696
2015	11	九州	大分	403	3	513
2015	11	九州	宮崎	831	12	933
2015	11	九州	鹿児島	689	9	820
2015	11	九州	沖縄	529	7	645
2015	11	九州	計	7515	64	9558
2015	11	合計	計	44969	380	55332
2015	10	北海道	札幌	735	12	872
2015	10	北海道	函館	100	1	128
2015	10	北海道	旭川	96	3	119
2015	10	北海道	釧路	97	3	121
2015	10	北海道	北見	26	0	27
2015	10	北海道	計	1054	19	1267
2015	10	東北	青森	363	4	421
2015	10	東北	岩手	236	11	272
2015	10	東北	宮城	811	5	976
2015	10	東北	秋田	208	3	245
2015	10	東北	山形	619	8	794
2015	10	東北	福島	630	6	753
2015	10	東北	計	2867	37	3461
2015	10	東京	計	3024	13	3505
2015	10	関東	茨城	1063	17	1333
2015	10	関東	栃木	561	9	709
2015	10	関東	群馬	1374	3	1759
2015	10	関東	埼玉	2541	14	3084
2015	10	関東	千葉	1591	18	1948
2015	10	関東	神奈川	2423	17	2910
2015	10	関東	新潟	477	11	566
2015	10	関東	山梨	372	6	504
2015	10	関東	長野	841	3	1040
2015	10	関東	静岡	2878	17	3719
2015	10	関東	計	14121	115	17572
2015	10	中部	富山	343	5	399
2015	10	中部	石川	359	4	433
2015	10	中部	福井	180	5	211
2015	10	中部	岐阜	586	11	808
2015	10	中部	愛知	3969	22	4856
2015	10	中部	三重	597	6	781
2015	10	中部	計	6034	53	7488
2015	10	近畿	滋賀	499	2	648
2015	10	近畿	京都	777	7	939
2015	10	近畿	大阪	3417	20	4024
2015	10	近畿	兵庫	2446	13	2988
2015	10	近畿	奈良	448	5	568
2015	10	近畿	和歌山	278	9	354
2015	10	近畿	計	7865	56	9521
2015	10	中国	鳥取	100	3	119
2015	10	中国	島根	95	2	119
2015	10	中国	岡山	935	11	1101
2015	10	中国	広島	1004	8	1251
2015	10	中国	山口	483	3	611
2015	10	中国	計	2617	27	3201
2015	10	四国	徳島	344	4	425
2015	10	四国	香川	647	7	780
2015	10	四国	愛媛	426	8	500
2015	10	四国	高知	196	3	213
2015	10	四国	計	1613	22	1918
2015	10	九州	福岡	3605	12	4658
2015	10	九州	佐賀	780	4	1032
2015	10	九州	長崎	525	5	655
2015	10	九州	熊本	646	5	842
2015	10	九州	大分	438	4	591
2015	10	九州	宮崎	796	6	928
2015	10	九州	鹿児島	684	10	797
2015	10	九州	沖縄	515	3	623
2015	10	九州	計	7989	49	10126
2015	10	合計	計	47184	391	58059
2015	9	北海道	札幌	647	12	746
2015	9	北海道	函館	74	1	84
2015	9	北海道	旭川	66	1	80
2015	9	北海道	釧路	81	1	89
2015	9	北海道	北見	30	2	33
2015	9	北海道	計	898	17	1032
2015	9	東北	青森	299	4	375
2015	9	東北	岩手	212	9	259
2015	9	東北	宮城	642	6	867
2015	9	東北	秋田	182	5	218
2015	9	東北	山形	489	4	611
2015	9	東北	福島	509	9	617
2015	9	東北	計	2333	37	2947
2015	9	東京	計	2661	9	3122
2015	9	関東	茨城	822	13	1063
2015	9	関東	栃木	512	10	621
2015	9	関東	群馬	1201	3	1548
2015	9	関東	埼玉	2350	16	2927
2015	9	関東	千葉	1351	10	1706
2015	9	関東	神奈川	2238	10	2697
2015	9	関東	新潟	404	6	493
2015	9	関東	山梨	397	4	543
2015	9	関東	長野	662	8	807
2015	9	関東	静岡	2615	10	3460
2015	9	関東	計	12552	90	15865
2015	9	中部	富山	272	9	314
2015	9	中部	石川	286	3	353
2015	9	中部	福井	148	5	186
2015	9	中部	岐阜	629	3	836
2015	9	中部	愛知	3720	19	4721
2015	9	中部	三重	489	6	652
2015	9	中部	計	5544	45	7062
2015	9	近畿	滋賀	434	5	551
2015	9	近畿	京都	739	3	912
2015	9	近畿	大阪	3135	16	3806
2015	9	近畿	兵庫	2355	15	2937
2015	9	近畿	奈良	354	2	493
2015	9	近畿	和歌山	293	6	378
2015	9	近畿	計	7310	47	9077
2015	9	中国	鳥取	60	2	76
2015	9	中国	島根	99	1	112
2015	9	中国	岡山	789	12	927
2015	9	中国	広島	888	7	1128
2015	9	中国	山口	453	12	581
2015	9	中国	計	2289	34	2824
2015	9	四国	徳島	261	5	336
2015	9	四国	香川	634	6	775
2015	9	四国	愛媛	428	6	517
2015	9	四国	高知	170	5	196
2015	9	四国	計	1493	22	1824
2015	9	九州	福岡	3253	9	4428
2015	9	九州	佐賀	674	3	910
2015	9	九州	長崎	470	4	565
2015	9	九州	熊本	490	8	662
2015	9	九州	大分	372	3	486
2015	9	九州	宮崎	770	3	898
2015	9	九州	鹿児島	641	4	779
2015	9	九州	沖縄	463	4	561
2015	9	九州	計	7133	38	9289
2015	9	合計	計	42213	339	53042
2015	8	北海道	札幌	658	17	776
2015	8	北海道	函館	71	2	86
2015	8	北海道	旭川	79	5	88
2015	8	北海道	釧路	91	3	102
2015	8	北海道	北見	40	0	50
2015	8	北海道	計	939	27	1102
2015	8	東北	青森	313	3	392
2015	8	東北	岩手	242	9	325
2015	8	東北	宮城	701	7	914
2015	8	東北	秋田	185	4	224
2015	8	東北	山形	508	3	670
2015	8	東北	福島	513	5	645
2015	8	東北	計	2462	31	3170
2015	8	東京	計	2603	11	3104
2015	8	関東	茨城	928	9	1287
2015	8	関東	栃木	499	9	633
2015	8	関東	群馬	1209	6	1644
2015	8	関東	埼玉	2323	15	2893
2015	8	関東	千葉	1494	17	1929
2015	8	関東	神奈川	2120	15	2570
2015	8	関東	新潟	438	10	525
2015	8	関東	山梨	383	3	539
2015	8	関東	長野	767	8	1008
2015	8	関東	静岡	2633	9	3633
2015	8	関東	計	12794	101	16661
2015	8	中部	富山	333	5	388
2015	8	中部	石川	285	3	353
2015	8	中部	福井	195	4	237
2015	8	中部	岐阜	536	7	783
2015	8	中部	愛知	3641	23	4734
2015	8	中部	三重	566	6	818
2015	8	中部	計	5556	48	7313
2015	8	近畿	滋賀	445	5	600
2015	8	近畿	京都	784	8	956
2015	8	近畿	大阪	3320	12	4087
2015	8	近畿	兵庫	2349	14	3012
2015	8	近畿	奈良	393	7	521
2015	8	近畿	和歌山	303	0	396
2015	8	近畿	計	7594	46	9572
2015	8	中国	鳥取	77	4	92
2015	8	中国	島根	132	0	150
2015	8	中国	岡山	827	5	1010
2015	8	中国	広島	876	5	1108
2015	8	中国	山口	474	3	637
2015	8	中国	計	2386	17	2997
2015	8	四国	徳島	347	1	457
2015	8	四国	香川	690	2	860
2015	8	四国	愛媛	392	7	462
2015	8	四国	高知	165	2	185
2015	8	四国	計	1594	12	1964
2015	8	九州	福岡	3264	10	4504
2015	8	九州	佐賀	682	4	994
2015	8	九州	長崎	547	8	746
2015	8	九州	熊本	530	9	691
2015	8	九州	大分	401	8	533
2015	8	九州	宮崎	779	2	929
2015	8	九州	鹿児島	688	4	843
2015	8	九州	沖縄	430	2	506
2015	8	九州	計	7321	47	9746
2015	8	合計	計	43249	340	55629
2015	7	北海道	札幌	628	9	717
2015	7	北海道	函館	67	0	82
2015	7	北海道	旭川	79	1	100
2015	7	北海道	釧路	67	1	72
2015	7	北海道	北見	41	1	48
2015	7	北海道	計	882	12	1019
2015	7	東北	青森	327	3	403
2015	7	東北	岩手	219	8	279
2015	7	東北	宮城	724	6	888
2015	7	東北	秋田	184	2	226
2015	7	東北	山形	542	6	664
2015	7	東北	福島	551	8	664
2015	7	東北	計	2547	33	3124
2015	7	東京	計	2907	21	3454
2015	7	関東	茨城	941	13	1216
2015	7	関東	栃木	567	6	693
2015	7	関東	群馬	1290	10	1620
2015	7	関東	埼玉	2376	12	2943
2015	7	関東	千葉	1510	10	1899
2015	7	関東	神奈川	2436	17	2912
2015	7	関東	新潟	448	15	525
2015	7	関東	山梨	386	2	492
2015	7	関東	長野	686	7	853
2015	7	関東	静岡	2875	19	3795
2015	7	関東	計	13515	111	16948
2015	7	中部	富山	323	9	365
2015	7	中部	石川	313	4	386
2015	7	中部	福井	154	4	183
2015	7	中部	岐阜	621	11	840
2015	7	中部	愛知	3613	13	4534
2015	7	中部	三重	590	9	770
2015	7	中部	計	5614	50	7078
2015	7	近畿	滋賀	460	3	591
2015	7	近畿	京都	686	8	842
2015	7	近畿	大阪	3481	10	4143
2015	7	近畿	兵庫	2462	14	3027
2015	7	近畿	奈良	449	1	553
2015	7	近畿	和歌山	283	3	337
2015	7	近畿	計	7821	39	9493
2015	7	中国	鳥取	70	6	77
2015	7	中国	島根	113	1	137
2015	7	中国	岡山	874	6	1043
2015	7	中国	広島	864	2	1075
2015	7	中国	山口	458	5	559
2015	7	中国	計	2379	20	2891
2015	7	四国	徳島	314	0	400
2015	7	四国	香川	649	0	796
2015	7	四国	愛媛	400	9	469
2015	7	四国	高知	202	0	229
2015	7	四国	計	1565	9	1894
2015	7	九州	福岡	3450	9	4637
2015	7	九州	佐賀	712	2	941
2015	7	九州	長崎	508	2	639
2015	7	九州	熊本	540	6	711
2015	7	九州	大分	433	5	588
2015	7	九州	宮崎	793	4	921
2015	7	九州	鹿児島	684	9	820
2015	7	九州	沖縄	486	1	584
2015	7	九州	計	7606	38	9841
2015	7	合計	計	44836	333	55742
2015	5	北海道	札幌	524	5	624
2015	5	北海道	函館	85	3	96
2015	5	北海道	旭川	57	3	71
2015	5	北海道	釧路	70	6	79
2015	5	北海道	北見	20	0	28
2015	5	北海道	計	756	17	898
2015	5	東北	青森	276	4	343
2015	5	東北	岩手	195	3	243
2015	5	東北	宮城	643	5	790
2015	5	東北	秋田	164	1	196
2015	5	東北	山形	471	9	595
2015	5	東北	福島	562	6	716
2015	5	東北	計	2311	28	2883
2015	5	東京	計	2752	7	3146
2015	5	関東	茨城	874	8	1168
2015	5	関東	栃木	494	4	637
2015	5	関東	群馬	1227	5	1591
2015	5	関東	埼玉	2308	14	2845
2015	5	関東	千葉	1461	9	1872
2015	5	関東	神奈川	2248	16	2675
2015	5	関東	新潟	428	6	518
2015	5	関東	山梨	401	3	565
2015	5	関東	長野	684	6	885
2015	5	関東	静岡	2497	13	3292
2015	5	関東	計	12622	84	16048
2015	5	中部	富山	322	8	363
2015	5	中部	石川	268	6	306
2015	5	中部	福井	174	3	202
2015	5	中部	岐阜	568	9	778
2015	5	中部	愛知	3479	13	4326
2015	5	中部	三重	570	2	768
2015	5	中部	計	5381	41	6743
2015	5	近畿	滋賀	456	12	598
2015	5	近畿	京都	763	6	937
2015	5	近畿	大阪	3124	15	3685
2015	5	近畿	兵庫	2259	15	2819
2015	5	近畿	奈良	400	4	500
2015	5	近畿	和歌山	300	3	386
2015	5	近畿	計	7302	55	8925
2015	5	中国	鳥取	92	3	118
2015	5	中国	島根	102	2	124
2015	5	中国	岡山	834	7	1005
2015	5	中国	広島	847	9	1073
2015	5	中国	山口	467	6	593
2015	5	中国	計	2342	27	2913
2015	5	四国	徳島	297	2	369
2015	5	四国	香川	637	5	774
2015	5	四国	愛媛	426	5	520
2015	5	四国	高知	173	2	194
2015	5	四国	計	1533	14	1857
2015	5	九州	福岡	3063	14	4148
2015	5	九州	佐賀	705	2	940
2015	5	九州	長崎	506	3	682
2015	5	九州	熊本	549	7	740
2015	5	九州	大分	415	3	586
2015	5	九州	宮崎	704	3	841
2015	5	九州	鹿児島	641	8	786
2015	5	九州	沖縄	462	1	559
2015	5	九州	計	7045	41	9282
2015	5	合計	計	42044	314	52695
2015	4	北海道	札幌	559	6	640
2015	4	北海道	函館	76	1	84
2015	4	北海道	旭川	57	4	70
2015	4	北海道	釧路	71	4	80
2015	4	北海道	北見	34	2	38
2015	4	北海道	計	797	17	912
2015	4	東北	青森	265	2	317
2015	4	東北	岩手	190	6	242
2015	4	東北	宮城	760	5	945
2015	4	東北	秋田	179	2	208
2015	4	東北	山形	450	2	569
2015	4	東北	福島	593	5	702
2015	4	東北	計	2437	22	2983
2015	4	東京	計	2907	15	3387
2015	4	関東	茨城	942	18	1225
2015	4	関東	栃木	564	9	704
2015	4	関東	群馬	1274	4	1638
2015	4	関東	埼玉	2465	13	2965
2015	4	関東	千葉	1576	20	1997
2015	4	関東	神奈川	2403	13	2876
2015	4	関東	新潟	425	8	513
2015	4	関東	山梨	343	1	472
2015	4	関東	長野	765	3	925
2015	4	関東	静岡	2596	12	3358
2015	4	関東	計	13353	101	16673
2015	4	中部	富山	314	5	356
2015	4	中部	石川	305	5	366
2015	4	中部	福井	194	4	224
2015	4	中部	岐阜	777	4	1010
2015	4	中部	愛知	3610	14	4515
2015	4	中部	三重	614	9	821
2015	4	中部	計	5814	41	7292
2015	4	近畿	滋賀	491	9	638
2015	4	近畿	京都	903	5	1092
2015	4	近畿	大阪	3500	18	4144
2015	4	近畿	兵庫	2329	12	2871
2015	4	近畿	奈良	444	4	553
2015	4	近畿	和歌山	290	5	359
2015	4	近畿	計	7957	53	9657
2015	4	中国	鳥取	83	2	95
2015	4	中国	島根	107	3	135
2015	4	中国	岡山	873	7	1044
2015	4	中国	広島	911	11	1125
2015	4	中国	山口	506	6	636
2015	4	中国	計	2480	29	3035
2015	4	四国	徳島	359	0	449
2015	4	四国	香川	660	4	804
2015	4	四国	愛媛	420	3	481
2015	4	四国	高知	203	1	250
2015	4	四国	計	1642	8	1984
2015	4	九州	福岡	3352	11	4412
2015	4	九州	佐賀	690	2	925
2015	4	九州	長崎	503	1	633
2015	4	九州	熊本	548	5	705
2015	4	九州	大分	410	4	535
2015	4	九州	宮崎	742	5	873
2015	4	九州	鹿児島	600	3	703
2015	4	九州	沖縄	451	3	534
2015	4	九州	計	7296	34	9320
2015	4	合計	計	44683	320	55243
2015	3	北海道	札幌	581	6	709
2015	3	北海道	函館	58	0	69
2015	3	北海道	旭川	66	3	89
2015	3	北海道	釧路	74	0	89
2015	3	北海道	北見	47	1	60
2015	3	北海道	計	826	10	1016
2015	3	東北	青森	286	3	345
2015	3	東北	岩手	199	3	255
2015	3	東北	宮城	770	4	974
2015	3	東北	秋田	147	0	165
2015	3	東北	山形	455	5	555
2015	3	東北	福島	625	5	738
2015	3	東北	計	2482	20	3032
2015	3	東京	計	3202	15	3670
2015	3	関東	茨城	1003	10	1314
2015	3	関東	栃木	548	11	676
2015	3	関東	群馬	1335	2	1715
2015	3	関東	埼玉	2625	12	3192
2015	3	関東	千葉	1753	14	2189
2015	3	関東	神奈川	2570	13	3081
2015	3	関東	新潟	453	4	554
2015	3	関東	山梨	399	2	513
2015	3	関東	長野	750	1	918
2015	3	関東	静岡	2869	16	3762
2015	3	関東	計	14305	85	17914
2015	3	中部	富山	349	7	412
2015	3	中部	石川	354	5	414
2015	3	中部	福井	193	1	223
2015	3	中部	岐阜	751	8	998
2015	3	中部	愛知	4062	12	4973
2015	3	中部	三重	686	8	921
2015	3	中部	計	6395	41	7941
2015	3	近畿	滋賀	606	6	789
2015	3	近畿	京都	796	12	938
2015	3	近畿	大阪	3725	22	4407
2015	3	近畿	兵庫	2653	11	3327
2015	3	近畿	奈良	469	6	581
2015	3	近畿	和歌山	332	1	433
2015	3	近畿	計	8581	58	10475
2015	3	中国	鳥取	99	1	114
2015	3	中国	島根	122	4	128
2015	3	中国	岡山	917	6	1067
2015	3	中国	広島	1012	4	1258
2015	3	中国	山口	555	4	670
2015	3	中国	計	2705	19	3237
2015	3	四国	徳島	366	4	447
2015	3	四国	香川	656	4	802
2015	3	四国	愛媛	440	10	518
2015	3	四国	高知	215	2	241
2015	3	四国	計	1677	20	2008
2015	3	九州	福岡	3401	14	4441
2015	3	九州	佐賀	767	4	1026
2015	3	九州	長崎	543	3	664
2015	3	九州	熊本	558	7	701
2015	3	九州	大分	428	3	545
2015	3	九州	宮崎	780	4	905
2015	3	九州	鹿児島	706	7	827
2015	3	九州	沖縄	494	7	582
2015	3	九州	計	7677	49	9691
2015	3	合計	計	47850	317	58984
2015	2	北海道	札幌	573	6	681
2015	2	北海道	函館	58	1	68
2015	2	北海道	旭川	75	1	90
2015	2	北海道	釧路	73	0	92
2015	2	北海道	北見	32	0	43
2015	2	北海道	計	811	8	974
2015	2	東北	青森	291	3	372
2015	2	東北	岩手	196	5	245
2015	2	東北	宮城	655	3	841
2015	2	東北	秋田	182	2	229
2015	2	東北	山形	560	0	673
2015	2	東北	福島	554	3	676
2015	2	東北	計	2438	16	3036
2015	2	東京	計	2502	19	2834
2015	2	関東	茨城	991	11	1286
2015	2	関東	栃木	465	6	583
2015	2	関東	群馬	1147	7	1458
2015	2	関東	埼玉	2360	15	2827
2015	2	関東	千葉	1501	14	1807
2015	2	関東	神奈川	2212	14	2573
2015	2	関東	新潟	414	6	506
2015	2	関東	山梨	365	2	480
2015	2	関東	長野	652	3	792
2015	2	関東	静岡	2460	12	3152
2015	2	関東	計	12567	90	15464
2015	2	中部	富山	344	2	399
2015	2	中部	石川	335	4	396
2015	2	中部	福井	202	3	229
2015	2	中部	岐阜	616	7	796
2015	2	中部	愛知	3553	15	4291
2015	2	中部	三重	597	10	767
2015	2	中部	計	5647	41	6878
2015	2	近畿	滋賀	476	6	605
2015	2	近畿	京都	838	5	1002
2015	2	近畿	大阪	3111	16	3626
2015	2	近畿	兵庫	2170	17	2621
